IdVenta,SKU,Documento_Identidad,FechaVenta,Departamento,Provincia,Distrito,Zona_Logistica,Nombre_Sucursal,Nombre_Promo,Descripcion,Cantidad,Monto_Bruto,Monto_Descuento,Es_Evento
4063,LAP-OFF-02,45321678,2024-08-12,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Plin,4,10000,1000.0,1
4064,KEY-HYP-ALL,41253698,2023-10-01,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Descuento Black Friday,Efectivo,8,3120,624.0,1
4065,LAP-MAC-03,73418529,2024-06-05,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,7,35700,3570.0,1
4066,LAP-OFF-02,76543210,2025-03-16,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,2,5000,500.0,1
4067,MOU-LOG-G5,73418529,2024-10-05,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,10,2800,280.0,1
4068,LAP-MAC-03,76543210,2024-12-16,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Campana Back to School,Yape,6,30600,3060.0,1
4069,MOU-LOG-G5,71234567,2025-09-26,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Efectivo,5,1400,140.0,1
4070,RAM-16G-01,70615243,2025-12-23,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Credito,3,630,63.0,1
4071,SSD-2TB-02,55667788,2024-05-03,Ancash,Huaraz,Independencia,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Plin,3,2040,306.0,1
4072,SSD-1TB-01,55667788,2023-02-07,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,5,1600,160.0,1
4073,MNT-GMR-27,45321678,2024-06-05,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,2,1900,190.0,1
4074,MNT-GMR-27,55667788,2024-12-16,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Yape,2,1900,285.0,1
4075,RAM-16G-01,44332211,2024-08-03,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Back to School,Tarjeta Debito,8,1680,168.0,1
4076,RAM-16G-01,10293847,2025-03-06,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,4,840,84.0,1
4077,LAP-OFF-02,71234567,2023-03-22,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Efectivo,1,2500,500.0,1
4078,LAP-OFF-02,49586712,2024-07-06,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,10,25000,2500.0,1
4079,KEY-HYP-ALL,71234567,2024-10-02,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,9,3510,351.0,1
4080,RAM-16G-01,55667788,2024-04-29,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,6,1260,189.0,1
4081,AUD-SNY-WH,70615243,2024-12-23,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Plin,4,3800,380.0,1
4082,SSD-1TB-01,10293847,2025-04-14,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Yape,9,2880,576.0,1
4083,LAP-GMR-01,49586712,2024-03-15,Lima,Lima,San Isidro,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,9,37800,5670.0,1
4084,SSD-2TB-02,45321678,2023-01-15,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Credito,4,2720,544.0,1
4085,LAP-OFF-02,41253698,2023-12-04,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Campana Back to School,Plin,5,12500,1250.0,1
4086,MNT-GMR-27,55667788,2024-10-04,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,4,3800,380.0,1
4087,MNT-GMR-27,44332211,2023-02-15,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Yape,9,8550,0.0,0
4088,SSD-1TB-01,55667788,2025-06-13,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Debito,6,1920,192.0,1
4089,RAM-16G-01,70615243,2023-12-23,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Credito,9,1890,189.0,1
4090,RAM-16G-01,09876543,2024-06-25,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Plin,10,2100,315.0,1
4091,LAP-OFF-02,09876543,2023-07-01,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Efectivo,2,5000,500.0,1
4092,LAP-MAC-03,55667788,2023-12-07,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Credito,5,25500,3825.0,1
4093,RAM-16G-01,09876543,2025-09-28,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,10,2100,0.0,0
4094,AUD-SNY-WH,70615243,2025-03-18,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,5,4750,950.0,1
4095,RAM-16G-01,49586712,2024-01-06,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,4,840,84.0,1
4096,RAM-16G-01,55667788,2023-08-13,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Yape,2,420,84.0,1
4097,MOU-LOG-G5,45321678,2025-07-10,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Debito,7,1960,0.0,0
4098,SSD-1TB-01,70615243,2023-07-25,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Tarjeta Credito,4,1280,192.0,1
4099,KEY-HYP-ALL,76543210,2024-07-26,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,2,780,78.0,1
4100,MNT-GMR-27,45321678,2023-06-02,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,1,950,142.5,1
4101,SSD-2TB-02,55667788,2024-06-30,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,6,4080,612.0,1
4102,LAP-GMR-01,45321678,2024-02-29,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Debito,9,37800,3780.0,1
4103,GPU-RTX-40,71234567,2024-08-19,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Campana Back to School,Plin,7,12950,1295.0,1
4104,MNT-GMR-27,49586712,2023-08-11,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Plin,7,6650,665.0,1
4105,MOU-LOG-G5,76543210,2025-02-03,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,10,2800,280.0,1
4106,LAP-GMR-01,49586712,2023-07-12,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,3,12600,0.0,0
4107,MNT-GMR-27,09876543,2025-03-19,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,9,8550,855.0,1
4108,MOU-LOG-G5,71234567,2024-03-31,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Efectivo,7,1960,0.0,0
4109,LAP-GMR-01,76543210,2025-03-31,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Yape,6,25200,2520.0,1
4110,SSD-2TB-02,44332211,2023-06-20,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Credito,10,6800,1360.0,1
4111,GPU-RTX-40,71234567,2024-05-27,Junin,Huancayo,El Tambo,Centro,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Credito,7,12950,1295.0,1
4112,KEY-HYP-ALL,71234567,2023-09-25,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,5,1950,0.0,0
4113,RAM-16G-01,55667788,2023-05-22,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,9,1890,0.0,0
4114,RAM-16G-01,70615243,2023-10-19,Ica,Ica,Parcona,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Plin,9,1890,283.5,1
4115,KEY-HYP-ALL,10293847,2023-08-30,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,3,1170,117.0,1
4116,RAM-16G-01,76543210,2023-12-18,Lima,Lima,Miraflores,Lima,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Tarjeta Debito,6,1260,126.0,1
4117,GPU-RTX-40,71234567,2023-02-21,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Plin,10,18500,0.0,0
4118,MOU-LOG-G5,70615243,2023-10-17,Piura,Piura,Castilla,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Efectivo,1,280,56.0,1
4119,KEY-HYP-ALL,76543210,2024-09-02,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,9,3510,351.0,1
4120,SSD-1TB-01,55667788,2025-07-07,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,6,1920,0.0,0
4121,SSD-1TB-01,73418529,2024-06-03,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,6,1920,192.0,1
4122,GPU-RTX-40,44332211,2023-06-16,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Credito,3,5550,0.0,0
4123,SSD-2TB-02,71234567,2024-01-23,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,4,2720,408.0,1
4124,LAP-OFF-02,44332211,2023-01-25,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,8,20000,2000.0,1
4125,SSD-1TB-01,73418529,2023-06-16,Lima,Lima,Ate,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Plin,8,2560,0.0,0
4126,MNT-GMR-27,71234567,2025-07-14,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Descuento Black Friday,Plin,9,8550,1710.0,1
4127,LAP-GMR-01,44332211,2023-01-10,La Libertad,Trujillo,Victor Larco Herrera,Norte,Plataforma Web Nacional,Campana Cyber Wow Mayo,Yape,7,29400,4410.0,1
4128,RAM-16G-01,45321678,2024-10-18,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,9,1890,189.0,1
4129,SSD-1TB-01,76543210,2025-07-17,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,2,640,64.0,1
4130,GPU-RTX-40,49586712,2024-07-27,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Credito,7,12950,0.0,0
4131,SSD-1TB-01,41253698,2024-04-29,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,8,2560,384.0,1
4132,LAP-GMR-01,76543210,2025-07-13,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,7,29400,5880.0,1
4133,RAM-16G-01,49586712,2024-09-10,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,1,210,42.0,1
4134,MOU-LOG-G5,41253698,2024-03-20,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Campana Back to School,Yape,8,2240,224.0,1
4135,LAP-OFF-02,70615243,2024-08-15,Lima,Lima,Miraflores,Lima,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,6,15000,1500.0,1
4136,LAP-MAC-03,49586712,2024-09-04,Lima,Lima,San Isidro,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Efectivo,6,30600,3060.0,1
4137,MNT-GMR-27,10293847,2025-09-18,Cajamarca,Cajamarca,Cajamarca,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Tarjeta Credito,1,950,0.0,0
4138,KEY-HYP-ALL,49586712,2024-12-20,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Yape,5,1950,195.0,1
4139,GPU-RTX-40,73418529,2023-11-07,Piura,Piura,Castilla,Norte,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,8,14800,1480.0,1
4140,LAP-MAC-03,10293847,2024-07-03,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,6,30600,6120.0,1
4141,AUD-SNY-WH,71234567,2025-11-05,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Campana Back to School,Tarjeta Credito,10,9500,950.0,1
4142,SSD-2TB-02,55667788,2025-02-15,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Credito,7,4760,476.0,1
4143,KEY-HYP-ALL,44332211,2023-09-28,Lima,Lima,Los Olivos,Lima,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,9,3510,0.0,0
4144,GPU-RTX-40,70615243,2025-07-23,Piura,Piura,Castilla,Norte,Plataforma Web Nacional,Campana Back to School,Plin,8,14800,1480.0,1
4145,MNT-GMR-27,44332211,2025-04-12,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Sin Promocion / Precio Regular,Tarjeta Debito,10,9500,0.0,0
4146,LAP-MAC-03,10293847,2025-06-28,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Efectivo,3,15300,1530.0,1
4147,LAP-OFF-02,55667788,2025-01-02,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,4,10000,0.0,0
4148,LAP-OFF-02,09876543,2025-04-13,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Debito,1,2500,375.0,1
4149,MOU-LOG-G5,55667788,2024-04-19,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Debito,3,840,168.0,1
4150,SSD-1TB-01,55667788,2024-04-15,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,4,1280,0.0,0
4151,SSD-2TB-02,41253698,2024-06-13,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,7,4760,476.0,1
4152,SSD-1TB-01,55667788,2023-09-25,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Efectivo,6,1920,192.0,1
4153,SSD-1TB-01,73418529,2024-09-17,Piura,Piura,Castilla,Norte,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Tarjeta Debito,10,3200,640.0,1
4154,LAP-OFF-02,09876543,2023-03-09,Lambayeque,Chiclayo,Pimentel,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,1,2500,375.0,1
4155,GPU-RTX-40,41253698,2024-11-28,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Efectivo,8,14800,2960.0,1
4156,SSD-1TB-01,45321678,2024-12-17,Lima,Lima,Miraflores,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,6,1920,384.0,1
4157,SSD-2TB-02,09876543,2025-04-20,Lambayeque,Chiclayo,Pimentel,Norte,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,8,5440,1088.0,1
4158,SSD-2TB-02,09876543,2025-05-18,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Plin,9,6120,0.0,0
4159,MOU-LOG-G5,70615243,2024-01-05,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Plin,1,280,28.0,1
4160,LAP-GMR-01,76543210,2023-06-03,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Credito,4,16800,2520.0,1
4161,MNT-GMR-27,71234567,2025-04-01,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Campana Back to School,Yape,9,8550,855.0,1
4162,GPU-RTX-40,76543210,2025-12-10,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,10,18500,1850.0,1
4163,MNT-GMR-27,09876543,2023-11-19,Puno,Puno,Puno,Sur,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Tarjeta Credito,5,4750,712.5,1
4164,SSD-2TB-02,44332211,2025-08-28,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Efectivo,2,1360,204.0,1
4165,AUD-SNY-WH,44332211,2023-01-18,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Credito,7,6650,1330.0,1
4166,SSD-1TB-01,76543210,2023-01-14,Lima,Lima,Ate,Lima,Tienda Fisica CC Jockey Plaza,Campana Back to School,Efectivo,9,2880,288.0,1
4167,MNT-GMR-27,71234567,2025-12-15,Lima,Lima,San Isidro,Lima,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Tarjeta Credito,3,2850,0.0,0
4168,MNT-GMR-27,41253698,2023-11-23,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Cyber Wow Mayo,Tarjeta Credito,3,2850,427.5,1
4169,AUD-SNY-WH,71234567,2024-07-10,Lima,Lima,Miraflores,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Yape,6,5700,1140.0,1
4170,LAP-OFF-02,10293847,2023-04-24,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,2,5000,500.0,1
4171,SSD-2TB-02,10293847,2023-07-20,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Yape,1,680,68.0,1
4172,RAM-16G-01,09876543,2023-04-15,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Yape,3,630,126.0,1
4173,SSD-1TB-01,10293847,2024-01-22,Lima,Lima,San Isidro,Lima,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Yape,5,1600,160.0,1
4174,SSD-1TB-01,71234567,2024-05-02,Ica,Ica,Parcona,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,3,960,96.0,1
4175,MOU-LOG-G5,76543210,2024-06-15,Cusco,Cusco,Wanchaq,Sur,Plataforma Web Nacional,Cupon Gamer Extremo,Tarjeta Credito,2,560,56.0,1
4176,RAM-16G-01,49586712,2025-09-21,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Tarjeta Debito,7,1470,220.5,1
4177,LAP-OFF-02,41253698,2025-07-31,Lima,Lima,San Martin de Porres,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Credito,10,25000,2500.0,1
4178,LAP-GMR-01,45321678,2025-10-13,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,7,29400,0.0,0
4179,KEY-HYP-ALL,49586712,2024-12-18,Ancash,Huaraz,Independencia,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Efectivo,3,1170,0.0,0
4180,LAP-OFF-02,44332211,2024-12-23,Lima,Lima,Los Olivos,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,3,7500,0.0,0
4181,LAP-MAC-03,76543210,2024-07-04,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,1,5100,510.0,1
4182,KEY-HYP-ALL,55667788,2025-11-01,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Efectivo,6,2340,234.0,1
4183,LAP-MAC-03,44332211,2024-10-22,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Descuento Black Friday,Efectivo,6,30600,6120.0,1
4184,LAP-OFF-02,45321678,2024-08-01,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Campana Back to School,Plin,2,5000,500.0,1
4185,KEY-HYP-ALL,09876543,2023-08-15,Lima,Lima,San Isidro,Lima,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Plin,5,1950,390.0,1
4186,SSD-2TB-02,09876543,2023-11-21,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Mall Aventura Trujillo,Campana Cyber Wow Mayo,Efectivo,7,4760,714.0,1
4187,GPU-RTX-40,09876543,2023-05-24,Junin,Huancayo,El Tambo,Centro,Plataforma Web Nacional,Campana Back to School,Efectivo,4,7400,740.0,1
4188,LAP-MAC-03,41253698,2025-08-02,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Cupon Gamer Extremo,Tarjeta Debito,7,35700,3570.0,1
4189,MNT-GMR-27,09876543,2024-02-09,Puno,Puno,Puno,Sur,Tienda Fisica Real Plaza Arequipa,Descuento Black Friday,Tarjeta Debito,5,4750,950.0,1
4190,AUD-SNY-WH,73418529,2025-10-11,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Plin,9,8550,855.0,1
4191,LAP-MAC-03,44332211,2024-11-22,Cajamarca,Cajamarca,Cajamarca,Centro,Tienda Fisica Mall Aventura Trujillo,Descuento Black Friday,Plin,2,10200,2040.0,1
4192,GPU-RTX-40,41253698,2023-04-07,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Campana Cyber Wow Mayo,Efectivo,10,18500,2775.0,1
4193,SSD-1TB-01,41253698,2025-08-22,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,5,1600,320.0,1
4194,KEY-HYP-ALL,10293847,2023-01-20,Lima,Lima,San Isidro,Lima,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,5,1950,0.0,0
4195,KEY-HYP-ALL,45321678,2025-04-30,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica Real Plaza Arequipa,Cupon Gamer Extremo,Tarjeta Debito,8,3120,312.0,1
4196,LAP-MAC-03,41253698,2023-09-15,Puno,Puno,Puno,Sur,Tienda Fisica CC Jockey Plaza,Cupon Gamer Extremo,Plin,3,15300,1530.0,1
4197,RAM-16G-01,41253698,2024-04-17,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Sin Promocion / Precio Regular,Tarjeta Debito,7,1470,0.0,0
4198,LAP-GMR-01,44332211,2024-11-11,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Credito,2,8400,1680.0,1
4199,LAP-MAC-03,49586712,2024-01-09,Arequipa,Arequipa,Cayma,Sur,Plataforma Web Nacional,Sin Promocion / Precio Regular,Plin,3,15300,0.0,0
4200,GPU-RTX-40,41253698,2025-05-12,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Descuento Black Friday,Plin,6,11100,2220.0,1
4201,KEY-HYP-ALL,71234567,2023-09-15,Puno,Puno,Puno,Sur,Plataforma Web Nacional,Sin Promocion / Precio Regular,Efectivo,5,1950,0.0,0
4202,KEY-HYP-ALL,76543210,2025-07-07,Arequipa,Arequipa,Cayma,Sur,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Efectivo,5,1950,195.0,1
4203,SSD-2TB-02,09876543,2025-04-30,Lima,Lima,Los Olivos,Lima,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Efectivo,7,4760,952.0,1
4204,MNT-GMR-27,49586712,2023-02-10,Lima,Lima,Ate,Lima,Plataforma Web Nacional,Descuento Black Friday,Tarjeta Debito,10,9500,1900.0,1
4205,LAP-MAC-03,09876543,2025-04-04,Cusco,Cusco,Wanchaq,Sur,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Plin,4,20400,4080.0,1
4206,RAM-16G-01,71234567,2023-02-02,Lima,Lima,San Isidro,Lima,Tienda Fisica CC Jockey Plaza,Campana Cyber Wow Mayo,Efectivo,10,2100,315.0,1
4207,KEY-HYP-ALL,71234567,2025-04-12,Lima,Lima,San Martin de Porres,Lima,Plataforma Web Nacional,Cupon Gamer Extremo,Yape,8,3120,312.0,1
4208,LAP-OFF-02,55667788,2025-09-28,La Libertad,Trujillo,Victor Larco Herrera,Norte,Tienda Fisica Real Plaza Arequipa,Campana Cyber Wow Mayo,Plin,9,22500,3375.0,1
4209,SSD-1TB-01,73418529,2024-05-24,Junin,Huancayo,El Tambo,Centro,Tienda Fisica Real Plaza Arequipa,Sin Promocion / Precio Regular,Yape,3,960,0.0,0
4210,LAP-OFF-02,10293847,2025-06-05,Ica,Ica,Parcona,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Debito,1,2500,250.0,1
4211,MNT-GMR-27,73418529,2024-02-07,Lima,Lima,Ate,Lima,Tienda Fisica Real Plaza Arequipa,Campana Back to School,Tarjeta Debito,10,9500,950.0,1
4212,SSD-2TB-02,76543210,2024-10-16,Ancash,Huaraz,Independencia,Centro,Tienda Fisica Mall Aventura Trujillo,Campana Back to School,Tarjeta Credito,5,3400,340.0,1
4213,SSD-1TB-01,55667788,2025-08-18,Ica,Ica,Parcona,Centro,Tienda Fisica CC Jockey Plaza,Descuento Black Friday,Tarjeta Debito,9,2880,576.0,1
